,seeds,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2862,sad,5lLCePdESML0U8vbhWy0YO,0.401,0.844,9,-4.791,0,0.0392,0.000128,0,0.353,0.192,131.916
2863,sad,7n5d0YesAmy7qlOMhuxzft,0.708,0.572,3,-6.382,0,0.0501,0.0775,0.0283,0.305,0.367,144.015
2864,sad,53kn0b0mZNuA6pYf6526Jk,0.336,0.48,10,-6.91,1,0.0352,0.744,0,0.198,0.29,133.889
2865,sad,0RJY7hrGZAcezCSwfzYlWm,0.204,0.862,10,-3.699,0,0.195,0.134,0.613,0.0867,0.0378,131.362
2866,sad,0YTopC5RVydOZyK7XST1iP,0.134,0.398,6,-12.085,0,0.0432,0.928,0.95,0.127,0.0433,77.693
2867,sad,0QyGW4pl5CPjyRMKQaqwIA,0.285,0.302,0,-13.597,1,0.0307,0.757,0.0152,0.0777,0.0377,72.564
2868,sad,4fLBvjHZ2hbyuYy8IFS4aH,0.0897,0.735,11,-6,1,0.0626,0.000352,0.415,0.105,0.119,87.675
2869,sad,4ZFoZQV696Vl7yrpbMR0Sw,0.695,0.526,3,-10.402,0,0.0316,0.132,0.109,0.151,0.492,156.289
2870,sad,4KMFHgr4palEXzMw6wJrka,0.0614,0.73,1,-2.949,1,0.157,0.0766,0.826,0.057,0.0313,190.141
2871,sad,72FFxoCcECVlz99cadi2jD,0.545,0.389,2,-8.097,1,0.0282,0.23,0,0.124,0.445,80.991
2872,sad,4sjVUEezr8f5OBoxt6xChx,0.484,0.254,8,-14.141,1,0.0282,0.305,0.825,0.207,0.0387,107.351
2873,sad,5mQve43uBvgX3dKUdXm8A2,0.688,0.371,11,-17.397,0,0.0351,0.296,0.315,0.0624,0.504,105.068
2874,sad,0g9LXHAcczXlPhM6pBDxyU,0.0634,0.742,1,-11.705,1,0.104,0.0913,0.949,0.111,0.0246,189.944
2875,sad,2LdjqsBZHy5RdUUzdbtcka,0.399,0.278,0,-9.368,0,0.0401,0.944,0.043,0.202,0.313,94.152
2876,sad,0zJXt0YQmYSOkTBv9PFdmH,0.138,0.785,1,-5.538,1,0.461,0.101,0.852,0.0951,0.0178,140.496
2877,sad,3VxR3U75JWGXJZYpu2oFWW,0.492,0.696,3,-14.314,1,0.0425,5.28E-05,0.828,0.111,0.407,112.338
2878,sad,15HvINdVCI0lNTkMyCVuNO,0.547,0.992,10,-5.07,1,0.0927,0.555,0.0018,0.417,0.0379,150.551
2879,sad,372CY6MmQEFpiUUvfkt4Xn,0.209,0.179,0,-24.551,0,0.0361,0.874,0.969,0.125,0.0571,82.357
2880,sad,3dperjzzJuJWCu3ZEi5vae,0.364,0.227,1,-28.57,1,0.0577,0.813,0.81,0.119,0.1,124.968
2881,sad,6R7liOEmGavvByhSTW8B1u,0.0675,0.633,2,-3.158,1,0.0943,0.0133,0.844,0.214,0.0274,179.404
2882,sad,71SKyBxFzUe7pCT6iyewVH,0.216,0.932,4,-7.112,0,0.105,1.93E-06,0.573,0.622,0.256,194.001
2883,sad,0g66YV0xKNgdLbuyNB8tUL,0.825,0.276,8,-21.808,0,0.105,0.00428,0.899,0.0972,0.0316,109.975
2884,sad,09RV694MLTGzrpvsCl6XzX,0.1,0.879,7,-9.025,0,0.122,0.000216,0.919,0.844,0.0384,159.427
2885,sad,4vxY5brPSs3CTVy3A3YkEa,0.184,0.735,9,-13.875,0,0.119,0.555,0.823,0.958,0.0818,90.692
2886,sad,1eypCGK7LyTaLfOybu5wJB,0.602,0.768,0,-5.234,1,0.0335,0.00112,0.0542,0.32,0.49,119.986
2887,sad,4Xa63duiW1dXRZJZV5JSmA,0.752,0.64,0,-6.242,1,0.319,0.468,0,0.107,0.77,81.129
2888,sad,2a2FXEdgarPPm1XmkHxZgQ,0.51,0.361,5,-19.517,0,0.0325,0.137,0.72,0.551,0.0435,119.997
2889,sad,3oNxlOw3QruOvvrtJdMU0v,0.258,0.887,10,-5.216,0,0.154,0.000298,0.199,0.0946,0.294,133.22
2890,sad,1ayGHaNAdLFMHqnY2QmWVB,0.333,0.114,8,-17.256,1,0.0351,0.94,0.0305,0.185,0.151,183.448
2891,sad,4e9ZdCkiYST9gXjwEm6yVS,0.245,0.339,10,-19.199,1,0.0283,0.35,0.928,0.0994,0.361,93.97
2892,sad,4jMawVdv7kNE0B9JwHmjDQ,0.844,0.295,10,-14.959,0,0.29,0.26,0.0229,0.0642,0.237,147.336
2893,sad,1ncgfo67Wkl2IsgYhLxmNi,0.261,0.17,7,-15.925,1,0.0333,0.248,0.822,0.121,0.104,138.972
2894,sad,6XLIjmXjUtGbHOCL93PzFd,0.491,0.892,1,-8.073,1,0.035,0.00363,0.616,0.0946,0.0424,132.974
2895,sad,3uW8ssN9NmzskIPESpojbP,0.53,0.589,0,-7.978,1,0.0238,0.0599,4.19E-05,0.185,0.388,75.027
2896,sad,44snl0ILHzlQDVSYHsCNEX,0.49,0.658,10,-7.886,0,0.0362,0.003,0.459,0.188,0.277,100.058
2897,sad,3TuI8PoWwATLzvQXCfcTCF,0.48,0.793,9,-4.128,0,0.0432,0.0111,0.00972,0.174,0.151,122.991
2898,sad,3M4vFEWBLCWM1T0i748Usa,0.433,0.932,1,-3.736,1,0.0827,5.11E-05,0.00149,0.212,0.495,141.022
2899,sad,4XTQE47iS9OFRwL2Fpt0Gd,0.596,0.81,9,-8.94,1,0.0536,0.00166,1.06E-05,0.141,0.746,149.994
2900,sad,7x9jGJRt9WPRANQzwVIxAy,0.723,0.529,7,-8.03,1,0.0674,0.676,0.884,0.107,0.507,95.003
2901,sad,4ly0V2SoDW8NYQNyCTFR20,0.427,0.636,11,-10.348,0,0.0276,0.00083,0.00187,0.103,0.116,160
2902,sad,0LLEb90f45z5N9dcpdDJX0,0.246,0.503,8,-10.926,1,0.0332,0.234,0.976,0.11,0.067,99.608
2903,sad,5lnD3qx69AliqUSRaxEIe8,0.0948,0.733,11,-14.745,1,0.107,0.218,0.936,0.11,0.0399,89.241
2904,sad,07H2nqGkc40YoLFw5c9TSK,0.796,0.88,10,-10.883,0,0.0709,0.0672,0.748,0.1,0.617,130.017
2905,sad,5zftYFI80oeA7UKfisvRUt,0.654,0.195,4,-15.992,0,0.0443,0.345,0.000362,0.0837,0.307,112.134
2906,sad,7bKNc850sfRhvzoGCadw0n,0.222,0.437,1,-10.973,1,0.0683,0.000977,0.955,0.112,0.0275,110.225
2907,sad,4AvMuFpnpKgqCexPbEw2Ge,0.795,0.671,10,-12.809,0,0.0712,0.00285,0.863,0.117,0.578,129.998
2908,sad,1o1pQLvKMNqkeLYWGrlA4d,0.564,0.924,2,-3.585,1,0.0345,0.562,0.649,0.403,0.903,106.022
2909,sad,1z3WikkKSRCz3gMQvUWTQZ,0.459,0.244,5,-12.575,1,0.0269,0.885,0.000802,0.102,0.356,102.849
2910,sad,2VhGAZFLsZU2H7yEQJo41R,0.418,0.796,0,-4.969,0,0.0479,0.0022,3.74E-06,0.113,0.75,159.216
2911,sad,01nXSNhdCgEr0l31KIPuDI,0.449,0.463,7,-12.905,1,0.0394,0.203,0.939,0.0641,0.0297,130.094
2912,sad,4cIylbsBXJGGz7QdvwWI1b,0.121,0.958,6,-3.401,1,0.189,5.25E-05,7.21E-05,0.35,0.36,67.146
2913,sad,39i3uFQ9YCsEFDh7gHiWlq,0.645,0.331,7,-17.133,1,0.043,0.000171,0.96,0.671,0.0411,127.988
2914,sad,7nBCw8F1GjnhXw4EdqdQCX,0.19,0.831,9,-8.932,0,0.075,0.0106,0.0242,0.693,0.0827,100.604
2915,sad,0AhBhvJsBeEViLZ4PCHFlf,0.255,0.228,10,-15.138,0,0.0388,0.934,0.0347,0.189,0.033,113.286
2916,sad,6XsoDHQPN5JQPA7p7vwluV,0.497,0.779,1,-4.758,0,0.0304,0.000691,0.00465,0.0714,0.183,150.162
2917,sad,2QUua02PEDUZVVnc0LH9xG,0.713,0.763,0,-4.823,0,0.259,0.0646,8.49E-06,0.14,0.61,164.031
2918,sad,2gwWX5xo7izyu63ILcTXs9,0.119,0.199,8,-12.641,0,0.0375,0.824,0.815,0.0966,0.0591,72.394
2919,sad,7jfLqCjtKVabedwd86AX2P,0.0897,0.323,7,-10.898,0,0.0316,0.0044,0.971,0.129,0.058,66.959
2920,sad,6jRjAVMHlVN9tIb0HfqrVb,0.767,0.516,5,-17.467,0,0.0856,0.604,0.818,0.115,0.727,106.692
2921,sad,1gxE33M1ZDzjZkqVJJZp1w,0.133,0.506,10,-25.566,0,0.194,0.959,0.923,0.561,0.12,99.235
2922,sad,3aRVSAkxuGNKZxTXwh6vf2,0.394,0.35,10,-9.233,0,0.0287,0.565,0.000651,0.136,0.168,143.927
2923,sad,0RlWhSJwUzgTkfPVRvpqD0,0.441,0.271,0,-15.605,1,0.0355,0.844,2.30E-05,0.896,0.409,138.522
2924,sad,7oLwSwjdFvKagHhnQG1BYc,0.441,0.554,1,-3.911,0,0.0308,0.0103,0.00018,0.143,0.0535,86.999
2925,sad,4LQmxXXXQV9X8rVc6gjE71,0.244,0.192,4,-6.198,1,0.0583,0.513,0.837,0.0993,0.0313,126.002
2926,sad,3Vxib4vvhfLPyphsln3of2,0.491,0.796,8,-5.425,1,0.0325,0.0042,1.23E-05,0.115,0.14,113.876
2927,sad,0fOqlzV5Wmo1eqXyU6Jg9x,0.362,0.691,8,-4.572,1,0.0481,4.57E-06,0.000209,0.0692,0.254,115.198
2928,sad,0nhHOlNvBohxGErOhtmlBX,0.677,0.565,2,-13.372,1,0.0387,0.0165,6.51E-06,0.189,0.759,115.083
2929,sad,75FeNPsfreU3K6ddpYWFtH,0.747,0.702,2,-11.635,1,0.0421,3.59E-06,0.91,0.0808,0.0398,125
2930,sad,2aAIyRuy9qc9bwtXCeR1cj,0.541,0.812,0,-15.999,1,0.0428,0.000393,0.734,0.58,0.128,122.007
2931,sad,0u3ZbwDSRAGMb1ZDzb3eG5,0.173,0.345,7,-13.301,1,0.0389,0.22,0.942,0.124,0.0255,107.634
2932,sad,3Zs9kLXaazTlR448T1wcP8,0.184,0.371,4,-14.294,1,0.0393,0.834,0.646,0.092,0.0327,90.03
2933,sad,2UUx0X3V8WtomsM4S3C6dd,0.36,0.971,6,-8.045,1,0.216,0.014,0.00307,0.531,0.0501,134.674
2934,sad,0iXpwdNEer2DBFZST9yh5o,0.281,0.4,7,-7.268,0,0.0349,0.815,0.698,0.0869,0.0506,128.05
2935,sad,54xQTn1N1orhfjLzp684ZK,0.202,0.0127,2,-29.984,0,0.0389,0.972,0.934,0.0962,0.0648,76.247
2936,sad,5zVXvYPvU4anhLlAQjvf5Y,0.724,0.404,8,-10.578,1,0.171,0.752,0,0.195,0.748,122.355
2937,sad,1jJ0QajGditlLGOZSDpFoh,0.277,0.317,11,-21.85,0,0.044,0.719,0.802,0.342,0.138,198.016
2938,sad,2vsdj2tem1qtYTU1c9MrNw,0.197,0.867,6,-4.106,1,0.0829,6.12E-05,0,0.335,0.176,149.944
2939,sad,56QRuIKLDRt8ejt3GCLrka,0.393,0.759,10,-5.769,0,0.0404,9.02E-05,0,0.155,0.2,133.919
2940,sad,3bwZ1Y8PeQDus3XRaGDHS0,0.455,0.439,11,-12.08,1,0.0345,0.939,0.892,0.119,0.24,90.988
2941,sad,7ru45RlDsgniqGJc9Ldm6P,0.06,0.00906,0,-40.207,1,0.051,0.749,0.961,0.112,0.0312,69.447
2942,sad,4UtSco6zwb5ID7d4UptIx7,0.456,0.676,2,-6.189,1,0.0758,0.304,3.27E-06,0.13,0.851,156.986
2943,sad,7zNsL5l5e2xGsj0FRvjfur,0.0708,0.53,0,-3.474,1,0.232,0.0568,0.879,0.135,0.0256,81.047
2944,sad,7sf6CbDAEX6nzXQPWS0EkI,0.256,0.141,1,-16.981,1,0.0396,0.865,0.812,0.0406,0.0392,70.922
2945,sad,7F5IaVvRLMoZ1nq63yeaMJ,0.162,0.915,10,-11.048,1,0.0573,0.945,0.792,0.188,0.03,110.877
2946,sad,23HIwtKtcuv6fkXmzMW4mI,0.33,0.877,3,-4.566,0,0.0622,0.000233,2.06E-05,0.218,0.197,132.888
2947,sad,0aNHRLXgqtnOBVLsYmeDTb,0.596,0.903,9,-5.04,0,0.0346,0.082,0,0.207,0.763,143.999
2948,sad,2SyPidb7EqgJp7XA5cF1Ee,0.526,0.76,10,-8.69,0,0.0443,0.348,0.0657,0.109,0.702,103.168
2949,sad,4tBV7lD6XghXRrRvy7xqXC,0.406,0.334,2,-21.242,1,0.0349,0.652,0.888,0.37,0.0391,127.982
2950,sad,5SUoEbvbrATBanFaHApNH8,0.241,0.0151,2,-32.248,1,0.0548,0.99,0.594,0.228,0.0645,117.745
2951,sad,2ADd78Bfzj76maD5jeM0aL,0.701,0.871,3,-19.51,0,0.0748,0.0014,0.754,0.355,0.452,118.057
2952,sad,4WzObd3g2zPkZirnIeFggc,0.453,0.766,3,-6.055,0,0.0287,0.000343,0.0177,0.724,0.404,95.01
2953,sad,665jU7XnahC1Kq3yrldiQG,0.101,0.732,1,-5.941,1,0.0405,0.000201,0.0302,0.379,0.173,76.757
2954,sad,52dUiYZ44Ma86pHaCE2j7P,0.441,0.899,0,-5.699,1,0.0568,7.75E-05,7.75E-05,0.0962,0.124,136.244
2955,sad,7CbNoi0odzwY00b8ygQO4T,0.701,0.177,6,-19.21,1,0.0814,0.816,0.935,0.0988,0.376,180.022
2956,sad,3Vxib4vvhfLPyphsln3of2,0.491,0.796,8,-5.425,1,0.0325,0.0042,1.23E-05,0.115,0.14,113.876
2957,sad,6KIbxZhgozgtHWlL4mLx0X,0.17,0.764,6,-9.932,0,0.0862,0.0218,0.687,0.591,0.0389,117.87
2958,sad,3eRm3EF49iKgLZ1vVBKPTp,0.516,0.474,7,-10.663,0,0.0277,0.149,0.00119,0.159,0.26,114.255
2959,sad,6oJIyPJF9EktTplwCs38gr,0.493,0.478,2,-5.525,1,0.0302,0.0473,0.0573,0.138,0.122,131.202
2960,sad,1uX9lsMyDimC2vLXHehbMi,0.77,0.716,9,-4.181,0,0.0838,0.0166,6.58E-05,0.0979,0.513,102.994
2961,sad,4GMAChvptmrvOS0pnP7oay,0.637,0.829,9,-3.995,0,0.0376,0.00167,0,0.345,0.764,96.007
2962,sad,6y4SArVasvEYy5tfw3UFa9,0.229,0.419,6,-19.201,1,0.0541,0.892,0.946,0.138,0.162,79.69
2963,sad,5ZQQj3IU3xZWXhB4AwlHjg,0.589,0.838,0,-9.921,1,0.0466,0.376,0.0114,0.355,0.513,113.534
2964,sad,57o2Pok13VNDzRUxwPzvf1,0.233,0.284,11,-15.866,0,0.0309,0.4,0.348,0.154,0.0845,99.429
2965,sad,64ZxBE1ZgK4C0lGljXzDcG,0.48,0.163,5,-19.117,0,0.0645,0.81,0.754,0.093,0.212,158.366
2966,sad,0Y4ArYrnZzjaRBtvFH7Qoi,0.481,0.299,7,-14.397,0,0.0359,0.128,0.356,0.108,0.0389,131.918
2967,sad,0eDVzyFDn2aCFyi94fb9p1,0.509,0.719,2,-7.264,0,0.0352,0.145,0.572,0.116,0.131,110.006
2968,sad,1KA1FSC62clFSoTA138vHh,0.21,0.133,5,-22.162,0,0.0423,0.992,0.923,0.102,0.0385,60.56
2969,sad,1Jxl4t7akUSi4adQZNKW8a,0.143,0.0621,4,-24.983,1,0.0388,0.956,0.957,0.109,0.0309,82.813
2970,sad,3V7OynSP61qLZsm3LYJO1t,0.165,0.992,9,-2.464,1,0.0997,0.000606,0.851,0.383,0.0365,128.195
2971,sad,3cLbNCfFgm4F2awi1Gz7uE,0.279,0.0465,1,-38.392,1,0.036,0.709,0.953,0.0952,0.0398,130.799
2972,sad,3TR6dG23WkTS4LMGela6UC,0.122,0.343,7,-21.623,1,0.0781,0.789,0.878,0.102,0.0319,97.512
2973,sad,0E2mzpd66x3PhyapflRNbI,0.55,0.706,7,-9.272,0,0.0376,0.000213,0.69,0.0843,0.485,134.981
2974,sad,7dnVTZ0HmP4sAsAewqsiJY,0.534,0.897,2,-4.538,0,0.0491,0.00192,5.47E-05,0.131,0.419,131.976
2975,sad,7cyx4cGB0Ze5kOAaT8GLbh,0.223,0.992,7,-5.847,1,0.146,1.61E-06,0.644,0.357,0.103,141.117
2976,sad,3Wa9ieupyp4nvPLq5AILnW,0.29,0.337,4,-11.162,0,0.0326,0.909,0.843,0.109,0.0619,140.472
2977,sad,1D6Cv7lOdE92nJRInXsNhJ,0.348,0.84,2,-11.22,0,0.0494,0.000529,0.0303,0.514,0.661,160.836
2978,sad,50WibD68gRCtDWIX3n4htF,0.578,0.863,10,-10.151,0,0.0603,1.76E-05,0.91,0.69,0.49,139.952
2979,sad,4Ce82BPKJWoLJvDWxqf3iS,0.407,0.168,7,-11.588,1,0.0296,0.49,0,0.229,0.0897,77.007
2980,sad,0uvCOD3I7rr86UEQfXXijF,0.649,0.665,0,-6.382,0,0.0405,0.289,0,0.0693,0.464,125.03
2981,sad,3ZaLzxvaljK0zxSY5zTcoP,0.424,0.467,11,-9.867,0,0.0373,0.544,0.72,0.106,0.141,81.605
2982,sad,3v6naEgqmiHh8ioqI9GhbF,0.154,0.98,8,-6.818,1,0.0563,0.11,0.573,0.269,0.0285,89.208
2983,sad,11AA3BiJIE2scXTf6S4HUv,0.312,0.544,0,-10.488,1,0.051,0.000106,0.705,0.12,0.0594,122.096
2984,sad,0LuQSyTebjqOFOcEErnR8q,0.331,0.803,5,-3.821,1,0.036,0.144,0.284,0.344,0.565,93.032
2985,sad,5NfKJTqwbPKhyvNhnEUkOB,0.68,0.946,5,-5.505,0,0.0823,0.0966,0,0.201,0.529,119.668
2986,sad,3lvJpUNrlAaRkncWHUDP92,0.564,0.523,1,-16.489,1,0.0352,0.232,0.84,0.0817,0.232,123.982
2987,sad,1HO6lS79LhHdi8qudK1i30,0.52,0.881,8,-6.14,1,0.0446,0.00983,0.572,0.0757,0.389,105.852
2988,sad,4HvQXfdUdcCeL8m7kKupmj,0.54,0.68,9,-7.851,0,0.0299,0.000356,0.000254,0.112,0.221,127.988
2989,sad,6nTwKxrqNR7Ws9xqrKWSNV,0.546,0.342,5,-16.047,1,0.0353,0.973,0.845,0.114,0.507,113.049
2990,sad,1TqCwt1ecpcXR0UZFXTSMM,0.139,0.561,9,-21.583,0,0.0761,0.969,0.994,0.176,0.0342,102.371
2991,sad,5CJc3p0ZBznyVnnS6A2SE3,0.489,0.0183,6,-32.72,0,0.0348,0.887,0.824,0.107,0.039,117.88
2992,sad,3ODbYokaxz6ijbXKSdQVcw,0.465,0.803,10,-9.037,0,0.0585,1.89E-05,0.92,0.174,0.0786,166.5
2993,sad,2xBuoXznnJLrqZzvzZ6lIJ,0.604,0.446,7,-19.808,1,0.0822,3.65E-05,0.825,0.119,0.226,123.832
2994,sad,1gNFOT7EmJRPbRoluFI14Q,0.536,0.905,1,-4.002,1,0.0343,0.000278,3.65E-05,0.203,0.498,112.992
2995,sad,2gR1kMuDffJmWnU2Zs2QVi,0.516,0.621,11,-6.071,0,0.0253,0.0018,0.0425,0.115,0.311,132.88
2996,sad,42YIPau7qJ5y6O41FD43KT,0.173,0.0254,6,-31.79,1,0.0444,0.987,0.878,0.231,0.034,139.694
2997,sad,0GJdSDsaHl7g7Nf2iwvlyd,0.321,0.937,8,-5.235,1,0.0972,0.000221,8.16E-05,0.617,0.366,151.975
2998,sad,0QRPHghFUBgFJOxNkuYq0f,0.668,0.527,1,-13.65,1,0.0319,0.322,0.922,0.11,0.611,109.271
2999,sad,6nIWVX5SB05hNRc1EpgSWx,0.187,0.632,2,-3.078,0,0.0343,0.541,0.766,0.194,0.146,94.449
3000,sad,7oirdfRHB9ssi71uLBLA57,0.418,0.725,8,-6.14,1,0.0268,0.00396,0.000144,0.0905,0.492,143.994
3001,sad,6hDcHZJ2dltirFyQgVjoZW,0.602,0.336,2,-9.401,1,0.0272,0.7,0.00855,0.137,0.161,96.796
3002,sad,5nt2IfXobxkAxDJMRXxG43,0.431,0.95,2,-4.427,1,0.0516,1.70E-05,0,0.0352,0.393,140.018
3003,sad,2cVpkmpbQMwYoa8z4upy8Q,0.383,0.902,11,-6.135,0,0.124,8.80E-05,7.25E-05,0.0658,0.272,143.534
3004,sad,1Pyr7sordg0TlhJM3Dn56e,0.65,0.69,0,-8.097,1,0.0338,0.0403,0,0.244,0.482,128.85
3005,sad,7y0rFnbdDcW0rI8vuqDLk7,0.757,0.578,2,-10.099,1,0.188,0.000356,0.248,0.034,0.49,132.927
3006,sad,69hn6XyhlBtAtKfcbH4rhE,0.597,0.292,0,-9.092,0,0.0255,0.237,0.324,0.255,0.0492,110.792
3007,sad,7zyH5ilZlap14xT9cnBn7f,0.174,0.192,4,-23.462,0,0.0362,0.637,0.932,0.0981,0.0549,121.919
3008,sad,3uEhHq1eH8D5daKkwrQwfQ,0.385,0.173,0,-14.986,0,0.0311,0.941,0.00373,0.149,0.0411,55.029
3009,sad,3Mwys9MdTvnwLlwYwUmqSW,0.0708,0.151,11,-20.233,1,0.0412,0.994,0.951,0.077,0.0288,70.268
3010,sad,7JsK3JtKUMtXZTH0kMwfEc,0.684,0.48,7,-7.516,1,0.0562,0.867,0.00178,0.103,0.835,72.972
3011,sad,1TpQpav4vt9wJPr5pExCyG,0.795,0.793,1,-7.124,1,0.0999,0.00502,0.857,0.182,0.576,109.26
3012,sad,2rD4V1bxYfDMHpRv6uCgq8,0.0653,0.532,11,-7.751,0,0.0351,0.145,0.847,0.0501,0.0371,58.983
3013,sad,6M39CVFHj8FTyMfaXrZIWn,0.74,0.696,0,-11.782,1,0.0375,0.000643,0.912,0.118,0.219,128
3014,sad,2Ys5DlnW8wkzwLEx3YD7Du,0.744,0.361,2,-13.487,1,0.0338,0.0714,0.21,0.0375,0.281,114.905
3015,sad,1NI0TWkvxMLFDeLv1KUzMp,0.451,0.532,9,-10.62,1,0.0299,0.185,0.0288,0.136,0.408,93.963
3016,sad,3YMuK4hHy4Q7Y3NhKjaCd4,0.716,0.678,4,-14.951,0,0.0543,0.0562,0.892,0.0657,0.476,124.297
3017,sad,1aLeFJvWa1RxAib34GqlYF,0.294,0.088,10,-20.579,0,0.107,0.944,0.954,0.0863,0.0961,69.887
3018,sad,2iwaW3eTEULSJOpkr9KuF9,0.633,0.912,8,-2.499,0,0.26,0.176,0,0.159,0.799,89.772
3019,sad,2RAbPynwGNeRBXOarWAciy,0.685,0.14,5,-21.431,0,0.0387,0.934,0.721,0.0939,0.128,110.06
3020,sad,6evuxGNi5IcIftXTocHYpW,0.444,0.206,9,-17.235,0,0.0356,0.995,0.964,0.132,0.0626,122.005
3021,sad,06Vy59kTUutEsQEnvMliX9,0.365,0.896,8,-2.258,1,0.0475,0.00485,0.0268,0.212,0.248,138.025
3022,sad,7qXddTDsEuxInJ8jzX1D9a,0.394,0.331,10,-12.403,1,0.038,0.0611,0.158,0.304,0.102,160.044
3023,sad,6ymdhTjruByJw5Y7zIHi7C,0.611,0.721,4,-7.155,0,0.0317,0.0392,0.843,0.0971,0.234,135.009
3024,sad,71PUe4wCUCfPJ5aCLhW55H,0.556,0.233,5,-16.182,1,0.0383,0.819,0.857,0.122,0.671,117.67
3025,sad,7Fyx3wZ8rHGQZBVKtIJ8rC,0.752,0.472,0,-12.029,1,0.0366,0.0445,0.654,0.101,0.356,122.004
3026,sad,3rGGs1eQy6qaizKkbszThm,0.187,0.382,2,-10.392,1,0.0546,0.981,0.856,0.114,0.0457,172.959
3027,sad,4SO16qg7W31T7svSXzZp59,0.245,0.661,6,-7.437,0,0.0504,0.233,0.859,0.086,0.12,133.695
3028,sad,0B0ge2BarQqFhXTJIRhI0T,0.543,0.678,0,-10.455,1,0.0293,0.00502,2.64E-05,0.305,0.53,121.248
3029,sad,371Xk4voc0GmLAvM3oodw7,0.655,0.891,7,-5.439,1,0.0671,0.000417,0.762,0.111,0.158,171.974
3030,sad,2inDNCiMkvMl8w54BW1f9t,0.163,0.0625,9,-27.369,0,0.0357,0.762,0.843,0.0978,0.104,145.171
3031,sad,7mGC4EdToitPanPCbty6vm,0.315,0.687,1,-11.591,1,0.0713,0.0133,0.909,0.134,0.0375,159.87
3032,sad,0wdDWcFD4Avz3yp8rNkFmF,0.0651,0.0702,2,-23.2,0,0.035,0.907,0.918,0.109,0.0332,68.479
3033,sad,2aRHVgD4UggZRuRZYtS0qO,0.507,0.588,8,-12.505,1,0.0645,0.00011,0.785,0.0946,0.0776,126.009
3034,sad,51r4AavUGrxqD8pBVxCACM,0.447,0.749,2,-3.585,1,0.0607,0.00134,0.119,0.1,0.148,145.165
3035,sad,4VKaq5ffkL6DVa0NvnJIgE,0.856,0.642,1,-5.592,1,0.0812,0.000947,0.867,0.175,0.184,140.064
3036,sad,7nEHEi7LlmMY6TyMzpPHSm,0.453,0.484,5,-10.536,1,0.0367,0.0111,0.0444,0.121,0.133,128.015
3037,sad,7ue7E9Fl6r8visw68bRN8I,0.63,0.686,8,-9.468,0,0.0291,0.00544,0.881,0.0831,0.0444,133.772
3038,sad,4V4KZ73pYEtIRhHmitFBE0,0.528,0.916,5,-5.973,1,0.0385,0.00128,0.706,0.0897,0.693,83.384
3039,sad,5g1UcwHqKqh8g3PvpyeJEL,0.486,0.546,2,-10.963,1,0.0432,0.232,0.874,0.2,0.177,80.987
3040,sad,7FAlWFtVgxlQQJbu3NZYQM,0.479,0.222,2,-11.394,1,0.0315,0.208,0.0136,0.348,0.171,76.22
3041,sad,7zg4WB9l5HuuZerZq8EscE,0.556,0.337,0,-17.319,1,0.0284,0.803,0.918,0.071,0.18,117.007
3042,sad,3XKe6MJBLHp0ERSoKgIOBV,0.741,0.531,8,-10.5,0,0.0633,0.565,0.101,0.671,0.481,145.951
3043,sad,7Ehnak4cGI494agmGSlgdq,0.212,0.957,11,-5.606,1,0.167,2.98E-06,0.000758,0.232,0.252,86.999
3044,sad,15mdOd1K2wo2vObqpaUKME,0.691,0.927,6,-4.585,1,0.046,0.00401,0,0.127,0.837,119.988
3045,sad,4EOEM8SrwCag3HYAEsOLMd,0.588,0.526,0,-8.168,1,0.0296,0.795,0,0.118,0.624,133.084
3046,sad,1xgmBFez2DmmCPvtdu0IjO,0.502,0.722,0,-11.309,1,0.0393,0.00038,0.781,0.652,0.239,108.647
3047,sad,6f890tG60eKibXNhDAPtOC,0.639,0.0537,7,-24.631,0,0.04,0.969,0.814,0.117,0.0798,119.988
3048,sad,3dshQ9xwPbsBIfDYSsuEbS,0.658,0.974,1,-6.021,1,0.132,0.000327,0.471,0.0739,0.479,174.941
3049,sad,6TvvwYXOVqCxOQ4gKL8Eqz,0.694,0.89,5,-6.977,0,0.0631,0.0184,0.0471,0.327,0.473,144.034
3050,sad,6tjBHDxHvYabZaop1p6JCn,0.785,0.71,7,-8.286,1,0.0681,0.00018,0.561,0.159,0.644,133.999
3051,sad,0IvONGzM6maSSunPocEIgI,0.301,0.377,7,-12.719,0,0.0381,0.869,0.889,0.109,0.144,115.43
3052,sad,7EZCGqaKHCwC6c7ubAZIY9,0.234,0.0529,8,-22.147,1,0.0374,0.0819,0.00323,0.0836,0.313,187.461
3053,sad,5i7c0hCIiMjmCPVYyqh5Cp,0.124,0.92,9,-9.051,1,0.0805,1.04E-06,0.689,0.214,0.335,149.859
3054,sad,33uPiYZSVnNe46YMsNIWh4,0.331,0.383,8,-10.033,1,0.0486,0.847,0.912,0.106,0.365,71.701
3055,sad,3k9hEMYkPM5QS15tIocVmN,0.412,0.998,1,-5.381,1,0.0678,0.16,0.764,0.132,0.0198,119.987
3056,sad,7jOpJ25RizDr5NXfDiOPSg,0.419,0.729,10,-7.721,0,0.0335,0.416,0.739,0.116,0.301,118.043
