,seeds,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,angry,4xkOaSrkexMciUUogZKVTS,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447
1,angry,3fOc9x06lKJBhz435mInlH,0.249,0.949,2,-2.642,0,0.0678,0.00131,0.0228,0.0953,0.498,185.252
2,angry,3Y96xd4Ce0J47dcalLrEC8,0.668,0.787,1,-4.226,1,0.0429,0.109,0,0.21,0.478,100.059
3,angry,6tqFC1DIOphJkCwrjVzPmg,0.805,0.918,9,-4.554,1,0.212,0.0493,0,0.0691,0.713,125.984
4,angry,5bU4KX47KqtDKKaLM4QCzh,0.657,0.96,5,-3.524,0,0.07,0.00169,0.000997,0.109,0.567,126.02
5,angry,4Q1w4Ryyi8KNxxaFlOQClK,0.431,0.962,6,-3.269,1,0.0789,8.34E-06,5.04E-06,0.321,0.585,156.103
6,angry,49fT6owWuknekShh9utsjv,0.811,0.566,8,-6.033,0,0.517,0.563,0,0.104,0.169,100.224
7,angry,6DoXuH326aAYEN8CnlLmhP,0.431,0.906,9,-6.13,1,0.0945,0.0001,0.0001,0.123,0.53,125.459
8,angry,104YdibC7VQy78xAVmgRYr,0.771,0.515,9,-10.456,0,0.0499,0.116,0.000168,0.405,0.343,119.961
9,angry,5fU6qjmD38P90BMsuqpiuU,0.479,0.913,0,-5.335,1,0.0625,0.00114,0.000107,0.226,0.413,93.213
10,angry,1qxkzHlZBXFv5HfyYqJ8cy,0.147,0.958,1,-13.427,1,0.107,0.0957,0.972,0.893,0.0368,137.829
11,angry,2ZIJUwprFZrAaZCRKYfAno,0.45,0.955,6,-3.62,0,0.0593,2.37E-05,0.00374,0.367,0.588,174.017
12,angry,6xK3sBdRm99g9T8Ov0gjdF,0.18,0.982,5,-4.691,1,0.31,1.36E-05,0.792,0.331,0.0767,81.75
13,angry,62wtttQzoIA9HnNmGVd9Yq,0.442,0.807,6,-4.753,1,0.265,0.0158,6.43E-06,0.217,0.446,84.649
14,angry,3DaC3oRpGInTU0x8DvdSGp,0.467,0.738,1,-13.983,0,0.104,0.0279,0.00384,0.0697,0.317,112.325
15,angry,0DxYrFOfiFShTbO2XdFpBX,0.284,0.99,2,-2.981,1,0.128,5.63E-05,0.00206,0.135,0.166,122.95
16,angry,7EZlzu01NzbR1jWEIDSk5T,0.362,0.961,11,-14.711,0,0.108,0.331,0.00187,0.623,0.137,101.931
17,angry,1jRzdY7oUBOhrylNtiMtBD,0.914,0.607,7,-5.658,1,0.32,0.0626,0,0.0515,0.666,98.054
18,angry,2tdzFXOsJLLI20QdnSqxr1,0.162,0.858,6,-4.601,0,0.0672,0.0028,0.306,0.316,0.0366,150.862
19,angry,1Nvy8JAL3DrO0a6xdgJSvv,0.315,0.798,7,-7.307,1,0.0441,5.94E-05,0.303,0.372,0.16,109.753
20,angry,3RwomkUaNHS0gFs3QqgudU,0.432,0.659,10,-5.389,1,0.0505,0.386,0,0.289,0.799,78.989
21,angry,46sqkKk663MiT1u0WHLQKF,0.773,0.512,2,-3.845,1,0.0887,0.141,0,0.0712,0.721,139.034
22,angry,35BOEtOvV1qwzjblSKcPJ1,0.333,0.712,2,-15.726,1,0.103,0.305,0.95,0.359,0.0279,112.776
23,angry,6Xpm4ajdj9SkiP08JKg3vK,0.553,0.963,11,-5.286,1,0.117,3.27E-05,0.0108,0.0357,0.523,95.015
24,angry,6D69DWilPEsY2TqayoB7x5,0.261,0.908,1,-13.069,1,0.082,0.17,0.901,0.498,0.276,119.51
25,angry,1V6qst2zfwpooDT1lfvDis,0.527,0.825,6,-6.771,1,0.0861,0.00309,3.63E-06,0.364,0.192,175.765
26,angry,0zc4RPw8fXQSVCM5HQnUGU,0.378,0.967,5,-4.67,0,0.0683,0.00152,0,0.116,0.552,100.439
27,angry,2ZhswJTKMkNNTAjrTmPhOJ,0.417,0.976,2,-4.696,0,0.0665,0.000351,0.000117,0.074,0.463,186.081
28,angry,2yxAAU2xKo2Z04Se01J4Bq,0.495,0.989,6,-4.93,1,0.0531,7.08E-06,0.864,0.148,0.438,130.037
29,angry,3DV0DO7GweUc75R38P6mOe,0.437,0.973,8,-7.42,1,0.0696,0.00103,0.0011,0.027,0.265,102.433
30,angry,5pzZT3IG4TFxSlmhknYWes,0.513,0.843,10,-6.819,1,0.0527,0.00022,0.000493,0.93,0.349,129.99
31,angry,3GiJq4AQK7324mfIQbpiTf,0.407,0.98,7,-1.58,1,0.107,0.00174,0.000112,0.119,0.537,131.066
32,angry,7HFCovMwZIinGBpoZyUsKC,0.503,0.895,7,-6.228,1,0.0436,2.37E-05,0.0354,0.319,0.211,93.953
33,angry,5DoTRJlzMaGAMHPTDrfvfW,0.565,0.968,1,-5.165,1,0.0568,1.33E-05,0.188,0.089,0.693,108.003
34,angry,5j7eOw6dm05O98hHTb58IY,0.477,0.522,3,-7.686,0,0.111,0.443,0,0.0961,0.448,90.309
35,angry,7jmIBvIkPcAR6yzbR7YsJH,0.327,0.961,1,-10.603,0,0.0533,0.00446,0.00939,0.308,0.31,107.484
36,angry,5o9jJ0aRyn7WswL4giBmMB,0.582,0.543,0,-9.081,0,0.495,0.764,3.72E-06,0.349,0.56,196.18
37,angry,2BdKFeg6MvTXBt51AE0QKc,0.469,0.821,11,-7.369,0,0.0354,0.0884,0.00443,0.365,0.856,95.511
38,angry,6kapmatG5ez3ceZ3dm3DdZ,0.547,0.913,0,-2.017,1,0.0858,0.000993,1.46E-06,0.258,0.417,105.765
39,angry,7dMxExgNTBSHqNV0V4WKQW,0.651,0.702,2,-6.632,1,0.082,0.125,4.92E-05,0.104,0.559,107.149
40,angry,4P8L7wvirsteaEjx4ZdSvd,0.512,0.591,0,-9.688,0,0.0447,0.733,0.00045,0.147,0.525,111.268
41,angry,0RLIAMJ8EAxiN2Q8jKKNLW,0.608,0.967,4,-3.936,1,0.164,0.00144,0.00104,0.387,0.81,117.269
42,angry,1ED6dMdVwXGkXAjsJdk5f0,0.171,0.949,2,-15.105,1,0.201,0.000105,0.562,0.532,0.055,106.971
43,angry,7n6DnNdKKhjyDa1GlGgLeQ,0.814,0.877,1,-7.134,0,0.153,0.0866,7.62E-05,0.277,0.579,111.179
44,angry,2H9CKpZiLDF223BbwehpDF,0.613,0.778,10,-3.933,0,0.0689,0.0985,0,0.356,0.626,129.483
45,angry,7uo6kqaAnymdnkwub1jxBR,0.389,0.969,7,-3.281,1,0.256,0.000278,7.92E-05,0.485,0.291,84.016
46,angry,1VY409A6iWgta1FPxteEUK,0.274,0.47,9,-2.816,0,0.0777,0.00013,5.64E-05,0.289,0.138,140.281
47,angry,60nriFcKARUpnYksJkDqJR,0.576,0.82,4,-9.387,1,0.113,0.0144,0.739,0.2,0.445,91.208
48,angry,5aInZf4Xe3NSAFdOBfzs8G,0.753,0.816,6,-6.539,0,0.121,0.133,0,0.187,0.754,107.956
49,angry,1qVRv7ydm4sMj9aX5VYuN4,0.23,0.965,3,-5.016,1,0.127,0.000119,0.00791,0.386,0.254,97.817
50,angry,68Gzj05pLDpnleA77r6QGK,0.633,0.795,2,-5.132,1,0.0956,0.00961,0,0.28,0.333,146.804
51,angry,5x5nJm3ZLs6T1vrFT2IiTE,0.131,0.852,2,-7.635,1,0.0646,2.67E-05,0.908,0.352,0.252,144.461
52,angry,4mmFg7XCbVhPipfZn43AfV,0.646,0.623,7,-6.368,1,0.0748,0.0736,0.000284,0.221,0.669,106.667
53,angry,14CVBGaoD5k3VC9Qmz5imZ,0.683,0.756,2,-7.496,1,0.0439,5.15E-05,0.42,0.722,0.646,129.926
54,angry,3bbVPVAL3ulmu3kNGJ9EDF,0.617,0.688,7,-10.82,1,0.13,0.0122,0.0173,0.0629,0.269,86.769
55,angry,3sDOdE1zP6Ail3q5wBUoZR,0.46,0.834,5,-7.861,0,0.0428,0.00472,0.846,0.0624,0.234,85.556
56,angry,3EQGVx92eRnUjptgNnKFr5,0.298,0.926,1,-7.177,1,0.103,0.000559,0.235,0.127,0.119,146.779
57,angry,4DuE7W3HEq037BuHzas2Ym,0.318,0.879,1,-9.102,1,0.0766,0.000131,0.272,0.0756,0.309,95.456
58,angry,6yU0SkbZRmu8WUKAEFhsRa,0.307,0.91,7,-5.446,1,0.261,0.000495,1.02E-05,0.119,0.828,172.16
59,angry,65CWoT7I7N0bHxzuXujYdm,0.0771,0.985,10,-4.026,1,0.095,5.28E-06,0.0508,0.273,0.0736,173.289
60,angry,3p7Lr8Kpy0imLB1yalPgQu,0.32,0.912,1,-3.123,1,0.0407,0.000242,0.000226,0.177,0.566,153.885
61,angry,2JJd2Nq3P3akG3ah4mT07h,0.553,0.864,4,-4.584,1,0.144,0.000158,6.88E-05,0.961,0.189,121.007
62,angry,3mtQQLpGwnIuYMgGADBlGz,0.48,0.978,1,-9.465,0,0.0545,0.000309,0.0146,0.329,0.12,101.955
63,angry,1mgkZJY7MkVHn2bvMvpWCX,0.554,0.752,9,-5.346,0,0.0379,0.0112,1.01E-05,0.118,0.303,118.994
64,angry,6JKkhN4ZnwoinLatQOUHG4,0.213,0.996,9,-3.276,1,0.101,7.12E-05,0.00182,0.591,0.0409,152.142
65,angry,4ix4xoMPPOo8H43TG1DQA1,0.356,0.944,1,-2.706,1,0.0897,0.0124,4.77E-05,0.316,0.46,76.552
66,angry,51XrhhPlt1smLatJgcBrUb,0.551,0.915,1,-5.178,1,0.0688,0.011,0.0011,0.187,0.573,170.303
67,angry,5JEFYrZighZ4yqzWfyBRNh,0.572,0.929,5,-4.824,1,0.0931,0.000437,0.000976,0.197,0.18,138.05
68,angry,5RbTA4fyEZjDfhM3bYgPOI,0.526,0.935,8,-3.645,1,0.0545,1.50E-05,0.00442,0.177,0.805,95.01
69,angry,6PiuN9kO8W7W2pv5h67uCF,0.559,0.932,1,-5.224,0,0.141,0.000768,7.54E-05,0.148,0.318,132.471
70,angry,1j6lrR4BzRGKwvAPfrIcbf,0.606,0.9,6,-5.168,1,0.0547,0.000508,0.901,0.112,0.115,140.035
71,angry,1XWWlu64sNi9jqktYeKH8O,0.36,0.913,6,-3.462,0,0.12,0.000162,0.915,0.504,0.566,123.914
72,angry,4DgsvJNNGvV5WPQ40qR3R8,0.368,0.981,3,-3.052,1,0.123,0.0104,0.00317,0.262,0.281,142.479
73,angry,1UKOgSwVAFcnDEsYYOlyV1,0.623,0.973,2,-6.028,1,0.0627,0.0439,0.844,0.144,0.727,135.583
74,angry,2QecHpp1nzPMwo95fwxZ9h,0.532,0.953,8,-5.667,1,0.0394,0.000104,0.00765,0.119,0.485,142.016
75,angry,7upJI4tZAZ9H7k6Egqw0mG,0.704,0.886,3,-4.338,0,0.0684,0.275,0,0.186,0.759,117.988
76,angry,2z2qTST29C0jxdCGjlqVNE,0.414,0.903,7,-10.392,1,0.0583,6.43E-05,0.00746,0.0776,0.727,90.969
77,angry,1nrWrZkGdSqz3UaDkv3Z35,0.206,0.982,6,-3.651,0,0.29,0.000472,0.000886,0.313,0.119,155.361
78,angry,6uBWlHNKcK1P8FDlPPd94u,0.469,0.994,6,-3.702,1,0.193,7.44E-05,0.591,0.15,0.232,110.382
79,angry,2TxYbRGmKGbVnSFRWlp1Qx,0.494,0.969,11,-3.695,1,0.144,1.54E-05,0.00255,0.363,0.476,126.013
80,angry,78mZbakIUOomWVdIK5xAlc,0.49,0.82,1,-11.444,1,0.216,0.677,0.0484,0.0956,0.71,99.476
81,angry,2lN6G35gsXkA3xzPYqmis5,0.438,0.989,10,-2.354,0,0.0959,4.94E-06,0.00198,0.941,0.332,174.012
82,angry,4XtywUcY2InXkgLL3OfDmp,0.478,0.563,9,-9.216,0,0.0297,0.000109,0.668,0.0693,0.193,147.356
83,angry,1XLDwXV7qokRGtzfPLfnSF,0.512,0.852,7,-8.341,1,0.0887,0.00142,0.642,0.066,0.197,165.005
84,angry,1VyXtvIHF8eytwxxDLsE3Z,0.487,0.821,4,-5.098,0,0.0445,0.0247,0.00245,0.0625,0.316,116.36
85,angry,6yE653bOUMCnnAbCOnZS55,0.56,0.867,1,-3.766,1,0.032,0.00115,0.000334,0.114,0.445,137.887
86,angry,3krvrhWbJ45ajIGl2MTKAB,0.216,0.996,11,-6.304,1,0.0603,3.75E-05,0.75,0.132,0.378,158.028
87,angry,52qsLeKxfmSjaxAiHGPMbk,0.382,0.834,9,-8.13,0,0.0457,0.00491,0.1,0.0797,0.355,90.304
88,angry,3rbMhItJaVu5AE4Tun6BKf,0.4,0.797,8,-8.242,1,0.052,0.000637,0.00416,0.303,0.0958,109.072
89,angry,34cbXKoeiguKS93VAhZoDo,0.37,0.757,10,-6.436,1,0.036,5.22E-05,0.517,0.149,0.28,126.445
90,angry,53T0V3jTJDs3kIqwvlgspI,0.421,0.944,8,-9.179,1,0.302,0.0764,0.815,0.119,0.222,162.179
91,angry,4c3aBpVdHcnAgmMzaSiEkv,0.111,0.989,11,-4.032,0,0.111,1.32E-05,0.0166,0.202,0.132,167.344
92,angry,0BI9BYPVtp65GqNkVCl6tS,0.751,0.599,11,-8.183,0,0.336,0.0387,0.000236,0.426,0.353,95.702
93,angry,7nzSBaSkbk8KiPLfFGKX1I,0.296,0.852,1,-5.573,1,0.0478,6.48E-06,0.0073,0.153,0.276,108.337
94,angry,74PzFTj0YKQhtESkU5VrfF,0.484,0.851,4,-8.783,1,0.193,0.067,0.000115,0.327,0.801,157.425
95,angry,3go4CiwXiXbbnHIdNB0s0X,0.706,0.791,4,-3.626,0,0.0466,0.000938,0,0.528,0.693,123.982
96,angry,3Ki7LceZVmcQINetqAbTWD,0.749,0.686,1,-11.479,1,0.281,0.0198,0,0.112,0.454,126.138
97,angry,5Es93WQWWGAfBgrsLSoRU9,0.341,0.993,5,-7.258,0,0.114,4.23E-06,0.054,0.179,0.0817,110.112
98,angry,4RHkkr7P67NM2DO0zqEOBM,0.516,0.987,2,-4.257,1,0.0595,7.37E-06,0.209,0.328,0.498,91.555
99,angry,6Cg1kcaiDNVZQXQ9mylA2I,0.512,0.995,10,-3.353,1,0.203,0.000348,0.567,0.283,0.105,121.496
100,angry,2fjZ2VetpKfgQVwhEeuecb,0.853,0.769,7,-9.399,1,0.163,0.0797,0.371,0.252,0.533,99.985
101,angry,78DGy5xF9IQhWrmz71Wuf7,0.589,0.434,1,-10.877,1,0.368,0.766,0.000152,0.212,0.196,178.775
102,angry,65dlyPATDAJsADkDRyxzEV,0.104,0.734,10,-13.37,0,0.387,8.34E-05,0.0572,0.0821,0.162,67.508
103,angry,6XI33hctgDLUIRKI8wsJS4,0.52,0.885,4,-4.432,1,0.0371,0.00144,7.19E-06,0.121,0.602,104.646
104,angry,6cfvxVx2PZFSFeghhmciy6,0.709,0.549,11,-10.805,1,0.613,0.0339,0.121,0.128,0.662,98.457
105,angry,0uqzbdh7e7lYumXGMYPpx1,0.594,0.953,1,-3.998,1,0.0674,7.41E-05,0.000315,0.203,0.355,90.95
106,angry,7ghqgPILO1JUpbL4stxmRx,0.266,0.944,9,-12.986,1,0.0596,0.00339,0.000134,0.86,0.11,154.295
107,angry,0q83JR5Dv66Jr0fy4uwoIT,0.312,0.995,4,-3.125,0,0.178,0.000183,0.115,0.0743,0.102,138.813
108,angry,0X7ReIpgkzkxh4cbzdlZCx,0.27,0.917,9,-10.113,1,0.0699,2.49E-06,0.133,0.375,0.162,111.316
109,angry,6VghB1jVqUGZqQQJDr3NOU,0.566,0.978,2,-4.2,1,0.068,0.0168,1.42E-05,0.303,0.376,113.224
110,angry,3VrWfrDjNLLNhqXNJRU0JR,0.217,0.666,4,-9.616,1,0.0461,0.000396,0.259,0.665,0.107,108.069
111,angry,6SwSpU5R1r3gNC6vFsizz5,0.533,0.997,8,-4.323,1,0.225,0.000208,1.42E-05,0.11,0.0558,115.103
112,angry,5FiRRTxWwdnvoKhA9xHrIl,0.31,0.988,5,-5.191,0,0.126,3.63E-05,0.156,0.481,0.0769,109.796
113,angry,5VYVcGgRxhz39ujXLRB42p,0.464,0.997,4,-4.659,0,0.0872,0.00011,0.197,0.972,0.3,90.98
114,angry,4X2cqABozX3BgzS7G4TmUN,0.541,0.638,7,-11.84,1,0.0623,0.00356,0.134,0.112,0.675,90.95
115,angry,5xhwV4uP1mfsdEAe9n7PAS,0.169,0.858,7,-6.175,1,0.083,1.11E-05,0.0787,0.413,0.333,93.981
116,angry,6j0LD8irVHq7pG6f20Ulqa,0.719,0.717,11,-5.789,0,0.341,0.0524,0,0.119,0.891,86.756
117,angry,5umG01vYs9Sl2aD7FF1s2m,0.45,0.926,8,-6.418,1,0.0642,3.71E-05,0.622,0.135,0.342,165.03
118,angry,2v8AAFM55qPYv0uzE0Uk84,0.657,0.788,1,-5.155,0,0.355,0.251,0,0.732,0.438,162.506
119,angry,2Ur2dqDROT9msE41Xmfpzu,0.461,0.418,0,-7.844,1,0.036,0.00818,0.011,0.102,0.0502,181.426
120,angry,1LkYAkYzqq7TbJTGfx3ixY,0.632,0.975,11,-8.236,0,0.0334,0.000181,0.521,0.077,0.185,119.957
121,angry,5WSIVWdeIkCWmvTPUmNq0K,0.267,0.937,2,-4.63,1,0.181,0.000337,0.000897,0.119,0.11,112.44
122,angry,0YHhpW8PnU0WNuAKAVuM70,0.761,0.489,7,-11.025,1,0.0355,0.212,0,0.25,0.968,137.907
123,angry,5In2tiQfcSBTNCU0JxulKi,0.41,0.977,9,-3.764,0,0.0528,0.000153,0.00409,0.297,0.714,175.26
124,angry,7jrl8OMqXD6nz5URuPa2o7,0.517,0.961,8,-4.088,1,0.0686,1.87E-05,0.0206,0.103,0.57,139.117
125,angry,3bNnArQSuiZXCQCtpqppSv,0.571,0.975,4,-3.414,0,0.166,0.00398,6.48E-05,0.444,0.561,87.712
126,angry,5QM5FeU2AEVWqTftaa6wib,0.689,0.827,1,-5.047,1,0.0824,0.00161,9.47E-05,0.126,0.398,109.99
127,angry,7k5q2E7dQ7NBdWwbGPRdyR,0.575,0.969,8,-5.944,1,0.101,0.000268,1.63E-05,0.0989,0.474,115.222
128,angry,2ygejCzmng76ICCqD2iGcq,0.552,0.957,9,-4.027,1,0.0986,0.00945,0.0233,0.102,0.125,134.985
129,angry,4CZLymvdspb9UeGuzxpsCe,0.419,0.718,1,-4.747,1,0.0409,0.0313,0.323,0.0725,0.445,151.72
130,angry,35d3Rac0agSaMERtnLRxyq,0.686,0.703,6,-9.177,1,0.307,0.00396,0,0.21,0.583,90.002
131,angry,624TuCJS0AmQEpaDUNkAnm,0.503,0.88,4,-9.882,0,0.072,0.0189,0.389,0.0541,0.651,91.669
132,angry,4ETEl5XZeG5j2Tv8y5lxIA,0.51,0.99,8,-3.46,1,0.153,0.00444,0.0461,0.284,0.319,156.078
133,angry,3d4oqD3MLxGgmYcKwDcnES,0.295,0.96,0,-3.357,1,0.105,5.00E-05,0,0.416,0.835,178.374
134,angry,4FvW8LcUhNPTc3sLLqtyti,0.489,0.95,7,-5.826,0,0.0711,8.54E-06,0.0959,0.28,0.298,136.01
135,angry,6xFVPBeJqn362oez39JeTR,0.217,0.85,9,-9.47,0,0.0484,0.000301,6.03E-06,0.0766,0.565,95.259
136,angry,4mTIROhUCiv05VMtalwCXF,0.335,0.95,1,-8.466,1,0.132,0.000174,0.91,0.286,0.384,115.674
137,angry,6KoRdiUQXtx6NLPNXpRjwM,0.766,0.802,1,-5.272,1,0.159,0.00662,0.00181,0.122,0.627,91.005
138,angry,6jUA42TIjJYehWRxDBtAor,0.174,0.739,9,-4.632,1,0.037,0.0439,0.0836,0.727,0.406,76.1
139,angry,2EeYKi53PKRHvOc5zfMAeS,0.474,0.984,1,-4.628,1,0.0486,0.00065,1.59E-05,0.192,0.67,108.58
140,angry,2k9xLUcUkMSPZ4evrmqE74,0.263,0.935,1,-4.291,1,0.164,9.74E-05,7.03E-05,0.137,0.207,176.162
141,angry,0XVh3SwTErn8xI5PcBRMNo,0.129,0.98,2,-4.26,1,0.101,6.17E-06,0.653,0.101,0.134,179.913
142,angry,4NB7DMcdLhZwHIEsmHyXCk,0.199,0.936,0,-4.489,0,0.144,6.96E-06,0.0314,0.268,0.209,61.493
143,angry,7HuBJrexiZgH2UCOTnpBpY,0.135,0.994,10,-1.657,0,0.119,0.000235,0.484,0.388,0.0937,159.904
144,angry,3LqKnSLrByT3x5dIrf7vKC,0.498,0.954,7,-3.936,0,0.0865,0.000104,0.00616,0.299,0.415,139.999
145,angry,2rjUwsN6ndHe69yO9P0tuf,0.388,0.981,2,-4.122,1,0.0617,0.000103,0.209,0.243,0.352,106.021
146,angry,2vtjdPo6BfEFEk9a83mO45,0.497,0.897,7,-6.234,1,0.327,0.0607,0,0.389,0.529,179.955
147,angry,476FkWNYiLN6D2r1HxCJe2,0.324,0.863,9,-9.089,1,0.102,1.59E-05,0.269,0.0795,0.59,97.004
148,angry,4oLMIzNiekdMl4eSJElkT9,0.559,0.905,2,-6.098,0,0.0452,2.33E-05,0.482,0.183,0.287,117.505
149,angry,1FHVu3zdemsz0aH93rt1fi,0.216,0.973,8,-6.265,1,0.169,0.000922,0.0135,0.119,0.128,100.699
150,angry,2SZkDkRzG929gZ3ZiEWyvb,0.506,0.96,6,-3.025,0,0.0529,0.000358,1.49E-05,0.323,0.588,120.929
151,angry,7qHMLJAWvJ5AgKObo4upRF,0.349,0.934,0,-9.479,1,0.0614,0.0678,0.000147,0.431,0.305,97.895
152,angry,79UO881sikfnJREelapHrc,0.601,0.977,1,-5.658,0,0.125,0.00823,7.22E-05,0.689,0.175,118.282
153,angry,6SOBCABlykuNrO04rmXpLs,0.779,0.767,11,-5.462,0,0.258,0.00214,0,0.102,0.523,91.981
154,angry,50Vuhez61e93beM4HRUuHg,0.338,0.809,2,-5.813,1,0.0438,2.10E-05,0.505,0.251,0.0497,96.897
155,angry,5J1ewKkCC28LleuiL8f9WG,0.21,0.93,2,-8.252,1,0.0595,2.16E-05,0.119,0.205,0.75,172.404
156,angry,48ebqUhs9FvECp0zqXaKq8,0.411,0.766,9,-11.836,1,0.0483,0.00309,0,0.0481,0.65,88.886
157,angry,1DP8rdNuuIAvmizNbQxsTX,0.76,0.676,1,-8.462,1,0.309,0.374,0,0.333,0.771,90.053
158,angry,5jtrykI45fwC5uXRkGDcSq,0.416,0.914,5,-7.366,1,0.0788,0.0014,0.000132,0.143,0.796,136.07
159,angry,1fIg8ZWulP4AHTEF938zy9,0.6,0.887,4,-5.391,1,0.082,0.00282,5.46E-05,0.0492,0.131,113.484
160,angry,4Hja2rg7lq8eYof8bUu1cv,0.404,0.924,7,-4.677,1,0.053,0.000234,0.000144,0.152,0.378,180.212
161,angry,4hcjd8oIwHEog3rU8NEwlT,0.516,0.893,7,-5.499,1,0.0415,1.14E-05,0.171,0.509,0.201,140.034
162,angry,63pdDeLroRpaT5uT805Q8M,0.43,0.741,1,-7.521,1,0.256,0.0717,0.00658,0.188,0.437,85.181
163,angry,6H9fhoiRCaOZhc7zwAUfWP,0.386,0.773,7,-4.056,1,0.0295,0.351,0.411,0.0904,0.521,146.464
164,angry,0KkzHjuQom81UD06IZ1MDH,0.52,0.512,11,-9.861,1,0.453,0.239,0,0.174,0.864,168.006
165,angry,510qBf1rqwSyF31kXgTaec,0.464,0.942,9,-4.159,1,0.132,0.021,0,0.364,0.492,184.993
166,angry,6rjFpndTkfe4OovTRmuvg2,0.571,0.779,7,-6.718,1,0.0452,0.0081,1.45E-06,0.287,0.586,98.028
167,happy,0jWINAtES1tAvm0Kf9nnfb,0.29,0.911,7,-3.347,1,0.0699,7.32E-05,0.15,0.275,0.436,173.151
168,happy,31BsXkrrsdHED6NoyP10y7,0.31,0.917,9,-3.326,1,0.0696,0.000135,0.33,0.07,0.712,137.067
169,angry,1iCOvyje16dZLL8vhNiM0X,0.311,0.977,2,-3.334,1,0.0968,0.00247,1.21E-06,0.174,0.31,183.888
170,angry,7KMidus7Ou5JTmGWduzV9Y,0.274,0.978,4,-6.402,1,0.153,6.36E-06,0.00128,0.304,0.104,109.373
171,angry,3ChKCNB8rSkxu3J4u6Exlj,0.211,0.98,6,-4.316,1,0.213,7.29E-06,0.0171,0.131,0.105,167.846
172,angry,2FkkcpgZO5vl79M6YmeUJ9,0.273,0.727,3,-7.519,0,0.0705,0.000713,0.0597,0.705,0.261,133.098
173,angry,1Co82hyLwusUrYTBnGhYPx,0.458,0.998,4,-2.371,0,0.201,0.0234,0.000948,0.141,0.0398,101.114
174,angry,1QjlvffY8IsgMFMD8OEBt5,0.548,0.914,5,-5.92,1,0.0927,2.35E-05,0.000133,0.249,0.444,143.051
175,angry,25xTdrTpBw0haZn6Ke71nr,0.449,0.974,1,-3.188,0,0.0923,0.000593,0.161,0.202,0.0953,135.045
176,angry,2HNJbYGPiKMcXJjAs8hEmU,0.789,0.473,2,-11.468,1,0.395,0.0568,0,0.872,0.243,136.694
177,angry,3mrCVBnj3LOOKZLlRoj2MT,0.452,0.817,2,-8.372,1,0.0459,4.06E-05,0.915,0.394,0.354,130.161
178,angry,5AYXr55IX7Od15kCVFmE0r,0.331,0.981,4,-4.463,0,0.129,3.13E-05,0.11,0.192,0.269,114.186
179,angry,6To25q7MayaH48LlqHpc5B,0.434,0.804,7,-1.926,1,0.344,0.054,0,0.189,0.327,82.397
180,angry,23cfvOBCKe5zbmb1Q6uULw,0.375,0.795,2,-8.075,1,0.0764,0.000108,0.00103,0.332,0.963,130.675
181,angry,2sqCt7cJB8g0xt5wwcMHWP,0.506,0.968,7,-4.846,1,0.143,0.00117,0.0219,0.234,0.296,130.067
182,angry,3GgLCC953aJ5Ch7Sx7l447,0.366,0.892,5,-4.814,1,0.0599,0.00147,0,0.0972,0.62,154.9
183,angry,1Hn9f0bECJ4FRgm7aTugRt,0.722,0.757,0,-6.393,1,0.243,0.146,0,0.229,0.447,80.414
184,angry,748iX6hTVoWvqMyzC9ZnEe,0.397,0.746,10,-15.867,1,0.0457,7.95E-06,0.717,0.17,0.115,107.742
185,angry,0b8p5GCEPTmEgmLysuYGpW,0.433,0.932,2,-4.115,1,0.0826,2.22E-05,0.106,0.312,0.665,175.077
186,angry,1qe0CGfHfpxwXLyDZVvDwp,0.326,0.848,2,-5.369,1,0.0847,0.00115,0.661,0.105,0.478,95.558
187,angry,6J24QBZuxVxhTshU8sf7rz,0.374,0.966,11,-4.254,1,0.11,0.00021,0.0689,0.11,0.495,112.446
188,angry,36N0wCA0Jn5KrlinaChvig,0.216,0.951,10,-6.229,0,0.0825,5.23E-05,0.801,0.319,0.208,116.264
189,angry,1CXdEVOskhK2MGHBJ9tIXZ,0.533,0.88,4,-5.084,1,0.0366,0.00642,0.000159,0.0565,0.704,127.019
190,angry,5TIJGEVBlNRgDEVzLXM0sd,0.594,0.949,0,-3.433,1,0.143,0.00538,0,0.323,0.315,114.976
191,angry,4KscmBsFFjcfnD3XbYIklO,0.148,0.167,9,-18.333,1,0.0407,0.751,0.723,0.109,0.0374,88.056
192,angry,6Uffe3IPB7tkCDhyDJ3Pw1,0.926,0.602,10,-12.329,0,0.325,0.0251,0.0227,0.242,0.458,102
193,angry,0MRea0TwPACBtXpUXMLXV3,0.361,0.975,9,-3.394,1,0.157,0.0285,0,0.142,0.567,126.477
194,angry,35MYAs5EQtZ9c5NLlZammA,0.322,0.969,7,-5.852,1,0.055,4.62E-06,0.145,0.11,0.0367,119.861
195,angry,1yCZLoVKku8xK62cv11b4u,0.511,0.961,7,-4.45,0,0.0651,6.36E-05,0.462,0.0924,0.285,100.043
196,angry,7ygrDIOwwM4gtNf8Pz6kxW,0.827,0.676,7,-9.735,1,0.262,0.0257,4.80E-06,0.079,0.792,97.835
197,angry,3dO8wIpOvPLnek2Dt4SJ3V,0.817,0.658,2,-6.212,1,0.306,0.108,0,0.115,0.393,91.992
