,seeds,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
5502,uplifting,1cdVbWk4Jch6FBGciTdJJT,0.682,0.47,7,-12.483,1,0.0361,0.123,0,0.115,0.898,95.988
5503,uplifting,1A7tGrP436qjLDjp5qNZAt,0.33,0.583,11,-5.489,1,0.0498,4.87E-05,0.808,0.0893,0.0856,124.929
5504,uplifting,4TecDPDV3AScUEoCmVaWBI,0.671,0.575,6,-9.057,0,0.034,0.218,0.108,0.111,0.328,127.997
5505,uplifting,7ge8EUF28k0ECbtixo87NE,0.584,0.887,4,-3.849,0,0.0775,0.0311,1.22E-06,0.0397,0.662,137.689
5506,uplifting,6FxlUqYaDJYVbkkfqCyNeu,0.424,0.931,3,-3.958,1,0.0487,0.00284,0,0.13,0.75,169.026
5507,uplifting,74J7Smzh9euViUFfUlYDyJ,0.473,0.644,7,-10.661,1,0.0446,0.483,0.785,0.111,0.0371,105.235
5508,uplifting,3EuL0kEBMGkU6FyZDCp323,0.363,0.813,7,-3.877,1,0.054,2.09E-05,0.582,0.069,0.115,124.211
5509,uplifting,4OLVK3kktkdLPp8dDgoCtb,0.522,0.53,4,-4.812,1,0.033,0.294,5.19E-05,0.0997,0.157,104.039
5510,uplifting,2sNBarfejm95fitJvk43N1,0.469,0.852,6,-4.34,0,0.037,0.000434,0.00176,0.0968,0.717,147.079
5511,uplifting,0c4a9QF3KxKM6kc4V3knWe,0.278,0.954,2,-5.085,1,0.0789,0.000583,0.00394,0.153,0.398,142.877
5512,uplifting,3kJ5yNY6gn2ebE78HJVCHe,0.729,0.84,4,-9.629,1,0.0337,0.581,0,0.062,0.573,136.484
5513,uplifting,6jLXEKr8Zai0e5jedJ4ZJb,0.267,0.56,7,-10.281,1,0.0276,0.269,0.18,0.118,0.325,129.063
5514,uplifting,5RdK9LkIeNxwy9YxnwBtYG,0.586,0.798,5,-3.721,0,0.407,0.349,0,0.646,0.785,92.455
5515,uplifting,6N3z0CqnHGpPgZoEfSakqf,0.709,0.294,7,-18.108,1,0.0375,0.836,0.385,0.121,0.458,107.983
5516,uplifting,5MpZt5R522VJa8AxKxAD4H,0.621,0.624,1,-6.326,1,0.0244,0.105,3.19E-05,0.0996,0.373,103.419
5517,uplifting,4UH8ZKSrqiOgGpLgvdi2Lp,0.888,0.33,7,-7.698,0,0.0871,0.674,0,0.0689,0.448,105.722
5518,uplifting,7r6fYZeDrxwjr6fuyEMcEl,0.555,0.775,11,-5.621,1,0.0311,0.00592,0.0348,0.104,0.355,131.971
5519,uplifting,0QcFlbaysUebNzIHS0TOCI,0.213,0.95,10,-5.48,1,0.264,0.000634,0.00021,0.327,0.273,199.987
5520,uplifting,382m7zgf3NdMtwW5CGHpUq,0.413,0.813,6,-5.73,0,0.0476,4.39E-05,0.0387,0.134,0.394,138.08
5521,uplifting,6iMDSqiiGkzB7fwU3y42iE,0.297,0.941,2,-7.046,1,0.0635,1.05E-05,0.5,0.254,0.217,111.041
5522,uplifting,3HBaF3RNVlpO16QupGGRBZ,0.265,0.97,4,-4.841,0,0.123,5.88E-05,0.00227,0.294,0.272,197.937
5523,calm,4BrItfS99cIEcaralIgNxW,0.367,0.286,9,-10.762,1,0.0688,0.793,0,0.201,0.67,168.839
5524,uplifting,4JAykrW2Drrl6GlL9xOvkm,0.366,0.979,5,-4.383,1,0.0518,0.00332,0,0.386,0.716,146.519
5525,uplifting,0O0OVo6uKwixHbQigTpxYa,0.536,0.638,3,-4.093,1,0.0299,0.354,0,0.0836,0.297,139.018
5526,uplifting,5TX6mEYkz3W7rt1XANU62R,0.806,0.979,2,-6.466,1,0.0532,0.00957,0.764,0.327,0.493,124.968
5527,uplifting,5ql1bMU3X5NYamBDMVEdJc,0.493,0.678,9,-10.169,0,0.0354,0.000555,0.0004,0.301,0.371,136.99
5528,uplifting,2ad63jQNagkuloEe1uCGin,0.557,0.725,2,-5.246,1,0.0308,0.0878,0.000397,0.202,0.328,122.72
5529,uplifting,6NZOsfA4t5z7FIFbWrH3z0,0.298,0.204,11,-7.242,1,0.0323,0.94,0.000106,0.115,0.218,84.126
5530,happy,7uRU96AqnCE6gvSGhkSzZ1,0.57,0.631,6,-6.103,1,0.0325,0.202,0,0.116,0.369,129.232
5531,happy,3CTUPcS56B9Yp0gOTAqXcy,0.61,0.579,10,-9.3,1,0.0567,0.0239,0,0.147,0.709,143.201
5532,uplifting,0h5xzce7mwq0SyskjVPAIc,0.86,0.734,10,-6.832,0,0.0925,0.0115,0.0149,0.0661,0.643,102.795
5533,uplifting,0yNF7tZyuK89MuutijRIA6,0.566,0.842,2,-6.677,1,0.0467,0.000524,0.000109,0.103,0.519,127.98
5534,calm,2oO0aXcXFS3yhCBB83q8yE,0.563,0.601,0,-8.116,1,0.0257,0.452,0.0523,0.174,0.0859,131.218
5535,uplifting,0OKUdR9Mm3l5lKz59XU9bz,0.517,0.765,6,-5.845,1,0.0291,0.304,0.00356,0.0727,0.732,95
5536,uplifting,5dKUMWNp0Y18VHkGGJCJR9,0.448,0.222,4,-21.677,1,0.0583,0.933,0.000962,0.973,0.495,79.236
5537,uplifting,6H4yzyi7vyNBqRN2Q4DHt1,0.462,0.629,3,-5.699,1,0.0346,0.0458,0,0.127,0.142,126.391
5538,uplifting,13qQorfXRk2aktlkK1WUXj,0.741,0.762,11,-7.005,0,0.0464,0.0489,0.0146,0.113,0.561,127.976
5539,uplifting,1VT6PapTdZxl3X7W4ekMMC,0.365,0.911,4,-5.259,1,0.0412,3.40E-06,0.936,0.232,0.386,125.011
5540,uplifting,3suIL5wwalQh2DaGehEwDD,0.386,0.925,2,-2.975,1,0.0444,0.00222,0,0.371,0.769,135.672
5541,uplifting,1UXCWSln5NVxq5O8qlfto3,0.608,0.84,0,-6.731,1,0.0307,0.000965,0.00391,0.094,0.893,128.011
5542,uplifting,5ZBemWNJFt6Ne1ay2vjVJD,0.552,0.842,0,-5.815,1,0.0542,0.0551,0.271,0.105,0.242,139.914
5543,uplifting,3oPuLuLcgxgvddHRXAhNRR,0.632,0.824,4,-5.31,1,0.0348,0.339,1.11E-05,0.0792,0.747,115.003
5544,uplifting,50PHi5BOQPjTng4JRKvm2L,0.462,0.713,7,-6.031,1,0.0315,0.00437,0.358,0.382,0.67,133.736
5545,uplifting,4SP7KREq4ffh3nTzUcUYQt,0.406,0.232,1,-9.333,1,0.0299,0.862,6.75E-05,0.109,0.22,141.696
5546,uplifting,4Jck5CCjzWoeNqkLFFkqaF,0.703,0.742,11,-3.992,0,0.171,0.00266,0,0.113,0.354,101.105
5547,uplifting,0N3L0V63GtPJjc10KFMrx8,0.668,0.682,4,-4.963,1,0.0432,0.935,0.56,0.111,0.525,124.978
5548,uplifting,13zjvu6y8AJSrYmsEhzUCd,0.446,0.706,9,-6.433,1,0.0628,0.307,0.000401,0.208,0.513,106.67
5549,uplifting,7k8q8t8VExdxGJ6S4eVDQy,0.72,0.191,8,-11.918,1,0.0521,0.677,0.0182,0.121,0.153,88.678
5550,uplifting,0LcpxoVARn55PY1zCgfaeb,0.626,0.412,1,-12.332,1,0.0313,0.639,0,0.358,0.792,106.137
5551,uplifting,0DnKKKmHKzojMODmrQ7F9i,0.628,0.668,0,-4.268,1,0.0279,0.314,2.91E-05,0.228,0.507,95.008
5552,uplifting,6HfOj63cmKQyt5uzb0ti7c,0.474,0.974,2,-4.639,1,0.0451,1.15E-05,0.141,0.0827,0.702,148.425
5553,uplifting,0Lswx5g3ReMvgXhXbsgp5t,0.494,0.353,2,-9.202,1,0.0274,0.649,5.25E-05,0.108,0.185,148.889
5554,uplifting,18bL8nA1EhchxzxcrZALuA,0.421,0.98,10,-4.092,1,0.083,7.60E-05,0.549,0.24,0.194,96.559
5555,uplifting,3mYP2JXlrv2iLyU8GIAszA,0.66,0.729,6,-5.244,0,0.0529,0.000851,0.00679,0.108,0.439,105.015
5556,uplifting,1COdhaDfNXYmXbfHPJzP0v,0.464,0.837,7,-9.891,1,0.0502,0.427,0.736,0.359,0.43,135.832
5557,calm,1R9y0gFXdXUPcY1xcGmnJp,0.412,0.396,5,-14.397,1,0.0268,0.193,0.033,0.0925,0.196,90.551
5558,uplifting,6I3Hy1l7g3xYfAmDtO4vUL,0.669,0.434,2,-9.509,1,0.03,0.546,0,0.0982,0.35,103.974
5559,uplifting,6scM1MQ3MQ77HVFAN5szou,0.495,0.911,6,-3.638,0,0.0625,0.00094,0.48,0.107,0.46,110.052
5560,uplifting,1Iw8czfMaSIcFgWsb03B3n,0.587,0.925,2,-9.436,0,0.0497,0.236,0.959,0.0972,0.367,134.17
5561,uplifting,3IGbbl2msBEJIzobn0vd3A,0.503,0.959,9,-4.029,1,0.0784,0.00191,0,0.127,0.495,144.958
5562,uplifting,111u5fg74ftDxTHfeIn8h1,0.481,0.842,6,-8.568,1,0.032,0.00132,1.93E-05,0.537,0.667,111.53
5563,uplifting,2bpwGHS5cOwtX9AssbU7r9,0.348,0.96,9,-3.179,1,0.176,0.000192,0.000178,0.236,0.313,94.424
5564,uplifting,0O3Io8hFPwPq1efR0BALCn,0.609,0.928,0,-5.894,1,0.0343,0.000482,0.866,0.0483,0.511,151.007
5565,uplifting,0MuI5NwvATDuhoNPlfdBsd,0.467,0.975,2,-3.851,1,0.111,0.00106,1.69E-05,0.291,0.511,120.289
5566,uplifting,4bW6gwOOTkhBUyWTXSMvgh,0.457,0.909,8,-6.141,1,0.0642,0.000989,0.000113,0.191,0.437,156.025
5567,uplifting,115OWNwNVGM5SPMgPuBCoF,0.511,0.823,0,-4.884,1,0.0306,0.000378,0.00334,0.116,0.56,128.995
5568,uplifting,3vPTtDFHQuydW5H5Jphfm4,0.287,0.949,7,-8.521,1,0.0503,0.000347,0.668,0.145,0.56,132.108
5569,uplifting,5X2KxjFFMBbHvgMgcqTRRv,0.243,0.8,0,-4.07,1,0.0463,0.000487,8.20E-06,0.129,0.721,159.918
5570,uplifting,6c4iJkkORW8lp0mYs01TvD,0.396,0.947,6,-2.977,1,0.106,0.00888,0,0.334,0.436,165.963
5571,uplifting,0yxiNUX5qXLVVpqmXWqJzG,0.48,0.919,9,-6.807,0,0.0546,0.000255,0.134,0.311,0.446,155.042
5572,uplifting,6FNrBAaEM7YO2FYuyZnnj7,0.379,0.961,1,-3.067,1,0.0584,0.00225,0,0.381,0.344,175.977
5573,uplifting,0eEAhkVfQCANl9VaxJH7Q4,0.574,0.473,5,-10.081,1,0.118,0.713,0,0.377,0.743,121.243
5574,uplifting,58nLgrkgVsVA4w5dWsFgR2,0.493,0.586,2,-7.345,1,0.0296,0.187,0,0.0661,0.358,137.959
5575,uplifting,57TF9qvcZ6j7DVJK58fLkF,0.247,0.643,5,-8.66,1,0.0368,0.297,0,0.218,0.27,79.528
5576,uplifting,1DjNVAf69Gei06O0DyVfAh,0.475,0.521,7,-7.648,1,0.0293,0.71,0.00291,0.0801,0.522,130.064
5577,uplifting,2uUOChv7gzdJ16RLg8frNC,0.622,0.727,5,-8.903,1,0.0587,0.0946,0.000109,0.335,0.739,114.949
5578,uplifting,7C3e7GqCHTBT0cOUWJZ8Ux,0.463,0.944,7,-3.823,1,0.0598,0.00423,0.578,0.0973,0.53,130.142
5579,calm,6BJRHczmrqGuOXtPMC5vs3,0.491,0.395,8,-7.864,1,0.0247,0.033,0.0475,0.165,0.128,96.901
5580,uplifting,21OwhVpqrI2yOMcV68Sc0p,0.38,0.86,11,-5.815,0,0.149,0.00498,4.71E-05,0.0513,0.685,146.786
5581,uplifting,79x3Fmf5gDydAMetyLxs1V,0.616,0.973,10,-4.612,1,0.0535,0.00759,0.633,0.0877,0.506,123.004
5582,uplifting,6ZKxP8FtreSZFtFYMwBqZi,0.703,0.841,7,-6.645,1,0.147,0.00135,0.0184,0.0963,0.692,126.84
5583,uplifting,1C4GpCE2xJkS8LziI6fYCq,0.617,0.678,8,-7.967,0,0.0939,0.499,4.10E-05,0.305,0.546,75.365
5584,uplifting,2V4FnePI3yeaPYoMaokfVA,0.671,0.883,9,-3.096,0,0.0284,0.0171,0.0162,0.225,0.924,159.984
5585,uplifting,3L3dVggx061Wx5y4d2L0mQ,0.565,0.758,11,-5.205,1,0.0294,0.202,0,0.0552,0.605,127.817
5586,uplifting,0feda4eDGG4ayxedzyXy9o,0.51,0.432,7,-10.978,1,0.0407,0.537,0,0.177,0.172,136.67
5587,uplifting,0RiBqUpCqk5nwSWbGZsI7H,0.731,0.418,5,-9.582,1,0.0269,0.0134,0.0199,0.0806,0.706,159.959
5588,uplifting,0I67XU9xOD2ptzwluiYgKT,0.415,0.639,2,-5.997,1,0.0326,0.0218,0,0.112,0.497,179.978
5589,uplifting,69ijWW6Whou9TWOwf0oaMZ,0.602,0.977,9,-3.862,1,0.0526,0.02,0.000233,0.092,0.681,107.202
5590,uplifting,5CdKMLXa8wxcyUu6YflN2Z,0.572,0.927,1,-2.145,1,0.0414,0.00405,0,0.207,0.964,150.012
5591,uplifting,7jXwPYmw5136L5ZQuzt38n,0.587,0.553,4,-5.769,1,0.0242,0.422,0,0.167,0.439,104.08
5592,uplifting,2E6IvFl2GxvfFKoZWBtQso,0.655,0.788,11,-5.681,0,0.0457,0.0335,0.227,0.169,0.361,127.373
5593,uplifting,1VodCMgoBAvamvQrD0D18o,0.818,0.472,11,-8.335,1,0.0344,0.00141,0.89,0.0753,0.131,130.008
5594,uplifting,3gxl50b9332rNcPI8YbTXu,0.508,0.775,2,-9.002,1,0.0422,0.104,0.167,0.0392,0.85,146.975
5595,uplifting,1SHh1ADKDAyEvxicWzx1FF,0.56,0.905,2,-2.812,1,0.0946,0.0598,2.78E-06,0.235,0.745,143.162
5596,uplifting,0ewmYPbsRMQiHAjUPjmuf2,0.626,0.634,4,-7.424,1,0.0289,0.00997,0,0.378,0.891,84.005
5597,uplifting,0n7K8jB7Lg4zCI4WBWxO0Q,0.54,0.323,10,-12.793,1,0.0355,0.6,0.0003,0.13,0.369,113.117
5598,uplifting,3qeC17HcvBg9AsRUl5TONz,0.547,0.621,11,-6.662,0,0.0315,0.00418,2.20E-05,0.139,0.302,130.962
5599,uplifting,6G7d2cbkZSaAOE0H6K1ohb,0.837,0.954,8,-3.512,0,0.0414,0.0933,0.000405,0.143,0.972,127.019
5600,uplifting,2D2FJPDJ2Wau9vSyhZpcyp,0.663,0.869,6,-13.041,0,0.041,0.178,0.000139,0.314,0.726,115.638
5601,uplifting,2Kxr1geHisHrnaAsWWrROj,0.457,0.859,2,-3.623,1,0.042,1.27E-05,0.000192,0.209,0.191,113.992
5602,uplifting,4wuBxsvu0x3FXJGbLMcLy3,0.592,0.403,11,-9.143,0,0.0294,0.865,2.81E-06,0.274,0.0977,107.954
5603,uplifting,5MjwNUe4SSzAzsHoBjlPOm,0.68,0.608,2,-12.575,1,0.0499,0.0729,0,0.0911,0.904,137.481
5604,uplifting,4gISOWhbRarqv27dVtFlIe,0.439,0.777,2,-4.611,1,0.0313,0.085,0.0165,0.111,0.229,137.899
5605,happy,6kxnDWQBunFFN0nODJ79n1,0.586,0.783,6,-7.486,0,0.0349,0.0572,4.23E-05,0.085,0.925,89.061
5606,uplifting,1zXIwFcbWmvq2EI9YElhxO,0.467,0.811,2,-4.678,1,0.0332,9.45E-05,0.000106,0.0733,0.778,112.025
5607,uplifting,28Qo6q5HfU42P88LNll7Os,0.449,0.39,7,-9.232,1,0.0366,0.692,0.813,0.114,0.699,165.172
5608,uplifting,3sUu5kpScetouK1ULpVbGk,0.212,0.25,1,-17.489,1,0.0334,0.948,0.853,0.112,0.181,69.144
5609,uplifting,4tApGQ5CBeSRR4V4XgXXve,0.225,0.986,11,-3.799,1,0.122,0.00202,9.03E-05,0.382,0.542,168.803
5610,uplifting,4wb0iSy8f9gB1T0dbX2Naj,0.628,0.718,4,-6.962,0,0.0439,0.00241,1.26E-05,0.0589,0.545,137.881
5611,calm,2auBuIN7gvImZfmjrm3IP2,0.217,0.187,0,-17.336,0,0.0353,0.944,0.989,0.117,0.0348,137.277
5612,uplifting,5qkOXtTXxX4BKb48g0QSD6,0.261,0.72,6,-4.582,1,0.0345,0.0754,0,0.0992,0.372,178.394
5613,uplifting,1SpOWdPnC8jL4NkfzlrtYB,0.412,0.245,0,-16.224,1,0.0313,0.975,0.734,0.0877,0.194,126.813
5614,uplifting,4GtcVVAmQxCMLVR7G49x6x,0.596,0.972,8,-7.13,0,0.08,0.000869,0.845,0.104,0.459,174.98
5615,uplifting,0CMrQ8Z3gcbJbMkoXmYZdU,0.412,0.932,3,-4.147,1,0.0422,0.00202,0,0.193,0.416,149.066
5616,uplifting,2MciXM60hrG1cz5DE7ZWzK,0.426,0.903,1,-5.822,1,0.0659,0.000135,0.0256,0.699,0.12,121.03
5617,uplifting,0zVxhpSAzYpS8enpN1W29u,0.22,0.53,11,-5.69,1,0.0343,0.0706,1.59E-06,0.201,0.0769,179.898
5618,uplifting,48conYZAap5JNzGJBaOTm2,0.652,0.741,2,-12.071,1,0.0342,0.0611,0.000177,0.0708,0.429,102.084
5619,uplifting,3NKnDxCteuinFn8CbNXMVI,0.44,0.108,3,-14.703,0,0.0518,0.643,0.259,0.111,0.145,69.711
5620,uplifting,0x962K1qfbp51oYBj8iIHn,0.572,0.902,5,-4.959,0,0.0399,0.00207,0,0.0968,0.712,91.985
5621,uplifting,77J5lQgngDV9kg4yV7AHHm,0.479,0.717,11,-10.941,0,0.0434,0.00744,0.666,0.381,0.0772,135.989
5622,uplifting,4P7e4gMEHSr2TLrcAJvDW8,0.487,0.92,11,-4.967,1,0.0726,0.0243,1.18E-05,0.171,0.533,166.944
5623,uplifting,5hebWsviguP3NDcGwzVF4j,0.426,0.989,1,-1.199,1,0.0649,0.183,0.894,0.0844,0.341,89.974
5624,uplifting,2hmLb5JhRJEqo1vsbUquOH,0.596,0.708,9,-10.213,1,0.0431,0.00767,0.711,0.253,0.0629,135.027
5625,uplifting,5mLTOwoE6LNS34RtotMEso,0.681,0.746,8,-6.099,1,0.0281,0.125,2.92E-05,0.166,0.482,113.005
5626,uplifting,6a6JtqrjVYB4oYiGItwdgo,0.322,0.632,10,-10.685,1,0.0433,0.0859,0.00101,0.12,0.822,184.237
5627,uplifting,03v6RgqWOMWFaaW83ep2hF,0.358,0.858,2,-4.901,1,0.0456,0.1,0,0.134,0.338,158.115
5628,uplifting,341NZNB8TbBU7BLvt43mc7,0.502,0.78,9,-6.509,1,0.0321,7.69E-05,0.105,0.16,0.409,139.969
5629,uplifting,5xvagygk66wKzm6ecuUp14,0.621,0.831,6,-3.793,0,0.038,0.185,0.000925,0.102,0.527,125.946
5630,uplifting,1Piu5KiNuIhe9SYwdNtFmu,0.498,0.48,9,-7.544,1,0.0263,0.248,1.10E-05,0.118,0.214,90.529
5631,uplifting,3ZfW4Z3MEvd82pv5J0rN2l,0.659,0.956,3,-5.007,0,0.0668,0.00143,0.893,0.535,0.357,125.979
5632,uplifting,0NLu4RohRAOipLDPomgxhR,0.79,0.231,7,-12.193,1,0.0422,0.655,0.000134,0.045,0.451,115.853
5633,uplifting,3sOJM1K9oi1dbht9Vzjpib,0.553,0.549,5,-11.435,1,0.0478,0.0205,0.774,0.142,0.0791,135.001
5634,uplifting,41Ete3rIvRvpnGjMpILr1r,0.585,0.814,0,-4.344,1,0.0316,0.0811,0,0.311,0.871,130.499
5635,uplifting,6x0KUxV3qxKxFfoQikAJvB,0.584,0.929,2,-3.987,1,0.0609,0.0346,0,0.286,0.658,102.048
5636,uplifting,4K5Xm2H1x0pVLQ0ilY8Ixw,0.636,0.943,11,-4.514,1,0.0582,0.187,0.0002,0.102,0.907,126.278
5637,uplifting,1bxzAEmg5PpAXEHUSDquvj,0.495,0.856,0,-4.738,1,0.05,0.00299,0.00324,0.13,0.54,137.81
5638,uplifting,7gYEcnIrG2MZsHHlfihStV,0.375,0.974,8,-3.06,1,0.126,0.00495,0,0.0883,0.661,123.638
5639,uplifting,1CMIoi2skjKw1G0R5pYWeg,0.778,0.536,9,-7.483,0,0.0416,0.284,0.0252,0.118,0.953,118.001
5640,uplifting,3or3xALf7oedMPocFH8phd,0.504,0.812,5,-8.827,0,0.0272,0.0162,0.873,0.146,0.628,110.001
5641,uplifting,1D9mGxAuJ1RzFf6jr2Q9JN,0.537,0.655,8,-6.991,1,0.04,0.0238,0,0.116,0.493,136.035
5642,uplifting,1NGwJwLW2LIiRntXAea0Ye,0.676,0.954,8,-3.16,1,0.0351,0.0102,0.00914,0.262,0.87,102.014
5643,uplifting,39Ap9gBLLK2kPdq1ow62E4,0.687,0.543,5,-6.679,1,0.0764,0.777,0.00366,0.821,0.737,127.595
5644,uplifting,1teO1SPOqr2lRb49ayjy4e,0.713,0.892,10,-5.66,1,0.0862,0.0433,0,0.109,0.956,158.015
5645,uplifting,1ociWwxMEtXEaXl860BOam,0.781,0.95,10,-4.27,1,0.0361,0.0247,0.0846,0.0457,0.966,131.002
5646,uplifting,1svssO5c0vY9nUs5lC7iWQ,0.642,0.594,9,-5.542,1,0.0654,0.441,0.0052,0.0941,0.648,114.344
5647,uplifting,2i7aAd8tidhNOktOncLRhZ,0.435,0.355,5,-11.779,1,0.0373,0.889,4.38E-06,0.845,0.241,125.159
5648,uplifting,54BKvxfy3gCcDRr4HuXAvv,0.716,0.612,0,-4.652,1,0.0422,0.509,0,0.244,0.806,115.129
5649,uplifting,4DzzJ8ZpB4cygPMJrFL0lt,0.415,0.29,3,-10.419,1,0.0298,0.958,0.00516,0.11,0.461,172.836
5650,uplifting,5yA7AoyGWSUoxALn0RxCfb,0.516,0.703,6,-7.061,1,0.0272,0.0807,0,0.0912,0.471,149.915
5651,uplifting,2tEyIRYILF53qZ0Z0xUHCq,0.611,0.791,6,-7.216,1,0.034,0.00136,0.128,0.0844,0.421,121.974
5652,uplifting,4z7o93dtLId5GPKV51ABOZ,0.641,0.917,8,-4.727,1,0.0494,0.00685,0.158,0.294,0.132,128.012
5653,uplifting,4X9JB3RB5MLI4nAQbS1tT4,0.641,0.53,0,-10.562,1,0.0232,0.477,0.11,0.0856,0.565,95.007
5654,uplifting,0dDb3eAlYjaq01UIzvClby,0.349,0.354,9,-12.254,1,0.0386,0.727,0.024,0.0868,0.0398,105.016
5655,uplifting,3T6hMcuNJe9rGMvduPXn0q,0.573,0.787,8,-7.127,0,0.0437,0.00574,0.0955,0.132,0.232,172.987
5656,uplifting,6rd2DHmj2Yi1WVxqTHbAv9,0.348,0.757,1,-5.448,1,0.0521,0.277,1.12E-06,0.0543,0.437,153.153
5657,uplifting,09QfIIP4NUx4A3thmovb2o,0.648,0.727,0,-5.45,1,0.0361,0.178,0,0.335,0.839,169.941
5658,uplifting,0ZzS91sJx9vA1flVlU14Oq,0.354,0.955,9,-3.892,1,0.0802,0.0911,1.41E-05,0.14,0.767,188.025
5659,uplifting,2LuYF8vX3LwZMRQiXm9w3W,0.266,0.669,3,-8.047,1,0.0365,0.362,0.145,0.109,0.0789,149.931
5660,uplifting,259G3Jsb3cerNiYS05rPEK,0.434,0.523,1,-6.991,0,0.031,0.166,0,0.124,0.544,88.144
5661,uplifting,0qTGokjsgto2PvevOkSeI5,0.388,0.518,0,-11.29,1,0.421,0.374,0,0.945,0.297,98.604
5662,uplifting,7jATtiR7Sjfke3qKdA5HEd,0.655,0.703,1,-5.218,0,0.0296,0.0102,0,0.411,0.893,112.047
5663,uplifting,4IRRLaJ0OEEgJa0WzhwlCN,0.622,0.889,10,-4.748,0,0.382,0.039,0,0.11,0.525,86.984
5664,uplifting,7tIlklrCn6stb2TOYLjeO8,0.626,0.889,7,-4.423,1,0.0387,0.00599,0,0.0815,0.277,115.003
5665,uplifting,6GJfVjRwSf29oCOqzAtb8G,0.587,0.563,4,-13.008,1,0.0448,0.796,0.943,0.08,0.521,87.027
5666,uplifting,1WAaflcJ5qJFY9oLkLK84u,0.635,0.878,9,-7.269,1,0.106,0.0017,0.794,0.0605,0.577,131.996
5667,uplifting,1D60K0c2XqH9sa54KA27ys,0.63,0.774,1,-4.88,0,0.0312,5.02E-05,0,0.223,0.0859,106.03
5668,uplifting,51hXQoOkvTJKH4xkeeUrVF,0.505,0.889,0,-7.203,1,0.044,8.47E-05,0.00443,0.489,0.739,159.919
5669,uplifting,5nQCeXUXtTFobB8LnOCslX,0.506,0.94,11,-5.288,1,0.0428,0.00148,0.023,0.0945,0.616,171.036
5670,uplifting,72Le8VbKUIaSrCO1RLtlFv,0.727,0.445,10,-11.658,1,0.0735,0.0395,0,0.616,0.532,143.973
5671,uplifting,3bMYpXiFnKhVKnLz9RHna1,0.546,0.855,9,-9.79,1,0.0414,0.00811,9.42E-05,0.36,0.846,131.133
5672,uplifting,08IMV13C9vOIS8ywEPQbkH,0.586,0.642,0,-8.893,1,0.029,0.508,0.00162,0.119,0.51,153.181
5673,uplifting,3ypDfFIhuGbWbPiaQNCoWz,0.788,0.662,7,-7.539,1,0.0876,0.0485,4.40E-06,0.308,0.601,105.731
5674,uplifting,4HlczVfys2ZOYSnCKzBYwX,0.646,0.676,10,-6.826,1,0.0406,0.00996,0,0.495,0.231,126.899
5675,uplifting,6nmre39J3T34WvmYSbfZdq,0.345,0.667,5,-6.234,0,0.0291,0.0819,0.00191,0.988,0.171,74.212
5676,uplifting,0nnrDjZrTl978dHj41x4Nu,0.587,0.922,8,-7.964,1,0.0861,1.32E-05,0.363,0.101,0.196,139.998
5677,uplifting,7dBZTmQe9djcDfmALOceNt,0.595,0.662,9,-5.283,0,0.0355,0.239,3.62E-06,0.0916,0.464,124.961
5678,uplifting,0f8NR7Y8SCdXSPJb5F3aX6,0.506,0.919,4,-4.698,1,0.0566,0.00145,0.00976,0.77,0.579,140.438
5679,uplifting,1JTSP2rIB7kCd1qXNJNI9c,0.478,0.905,7,-5.613,1,0.208,0.48,0.00197,0.132,0.614,199.827
5680,uplifting,5Xxhfeo34iu83hvfiuEdy6,0.569,0.915,5,-7.897,0,0.0425,0.0153,0.794,0.122,0.118,138.01
5681,uplifting,6u46D4Qo2LxXUauqQ4lXPZ,0.519,0.472,0,-6.733,1,0.0291,0.907,0.000128,0.175,0.291,121.868
5682,uplifting,2qR9rMRhwB077rvPW8HjQo,0.376,0.885,11,-2.79,1,0.0897,3.36E-05,0.00367,0.0704,0.774,143.73
5683,uplifting,38aQbJR7QVQVhYqg1nZl8V,0.413,0.986,9,-5.367,1,0.0416,0.0533,0.932,0.355,0.716,136.128
5684,uplifting,5Z6rhVeVV8hYiBVtMXaICo,0.38,0.972,2,-5.507,0,0.353,0.000537,0.861,0.492,0.0788,137.919
5685,uplifting,4oTzhkBpl05dTQxQkplvJm,0.409,0.0106,0,-22.112,0,0.0492,0.931,0.732,0.113,0.18,169.33
5686,uplifting,10PJN7O21UuwO4ADdLqAQP,0.563,0.736,10,-8.897,1,0.0302,3.26E-05,0.931,0.03,0.597,129.993
5687,uplifting,1Eouef14kgaZ9Gg71LXDlN,0.631,0.873,11,-3.448,1,0.106,0.00707,2.95E-05,0.207,0.619,122.055
5688,uplifting,1czhAnpBVEcFN9DTLAsfAQ,0.464,0.525,11,-11.382,0,0.0372,0.305,0.961,0.229,0.254,104.976
5689,uplifting,4Rt6gSsLBVwlmTN33hVzgZ,0.586,0.931,7,-5.735,1,0.0633,0.306,1.50E-06,0.326,0.741,95.91
5690,uplifting,7inqk2aOungrJvYeBh2FQ8,0.579,0.934,2,-3.343,1,0.0636,0.00217,3.58E-05,0.127,0.504,127.941
5691,uplifting,11IS9sbmnAqSdLQaEvZGbb,0.427,0.838,1,-7.443,0,0.0451,0.000464,0.00171,0.114,0.157,172.951
5692,uplifting,6tLam4sZsGdY5jEB6xR9CU,0.473,0.645,11,-7.998,0,0.0671,0.00324,0.0169,0.0376,0.878,150.268
